Pattern,MatchesList,Use,Matches,Clue,Answer,Quality,Difficulty,Reviewed
squal_,"['squall', 'squali']",,squall squali,,,,,FALSE
_edate,"['sedate', 'pedate']",,sedate pedate,,,,,FALSE
solan_,"['solano', 'soland']",,solano soland,,,,,FALSE
pyr_ne,"['pyrene', 'pyrone']",,pyrene pyrone,,,,,FALSE
pyren_,"['pyrene', 'pyrena']",,pyrene pyrena,,,,,FALSE
curt_y,"['curtly', 'curtsy']",,curtly curtsy,,,,,FALSE
limpi_,"['limpid', 'limpin']",,limpid limpin,,,,,FALSE
_toner,"['stoner', 'atoner']",,stoner atoner,,,,,FALSE
go_fer,"['golfer', 'goffer']",,golfer goffer,,,,,FALSE
rei_er,"['reiter', 'reiver']",,reiter reiver,,,,,FALSE
pa_ter,"['patter', 'paster', 'panter', 'palter', 'parter']",,patter paster panter palter parter,,,,,FALSE
_usher,"['pusher', 'gusher', 'rusher', 'husher']",,pusher gusher rusher husher,,,,,FALSE
prol_g,"['prolog', 'proleg']",,prolog proleg,,,,,FALSE
c_pric,"['cupric', 'capric']",,cupric capric,,,,,FALSE
_notty,"['knotty', 'snotty']",,knotty snotty,,,,,FALSE
dahli_,"['dahlia', 'dahlin']",,dahlia dahlin,,,,,FALSE
_angue,"['gangue', 'mangue', 'cangue', 'bangue', 'tangue']",,gangue mangue cangue bangue tangue,,,,,FALSE
ma_hem,"['mayhem', 'maihem']",,mayhem maihem,,,,,FALSE
_eared,"['seared', 'yeared']",,seared yeared,,,,,FALSE
sea_ed,"['seared', 'seamed']",,seared seamed,,,,,FALSE
se_sin,"['seisin', 'sepsin']",,seisin sepsin,,,,,FALSE
sei_in,"['seisin', 'seizin']",,seisin seizin,,,,,FALSE
re_ell,"['resell', 'retell']",,resell retell,,,,,FALSE
_labby,"['flabby', 'slabby']",,flabby slabby,,,,,FALSE
_ammon,"['mammon', 'gammon']",,mammon gammon,,,,,FALSE
_ename,"['rename', 'bename']",,rename bename,,,,,FALSE
rena_e,"['rename', 'renate']",,rename renate,,,,,FALSE
c_oker,"['croker', 'choker']",,croker choker,,,,,FALSE
cr_ker,"['croker', 'craker']",,croker craker,,,,,FALSE
_ummel,"['hummel', 'pummel', 'kummel', 'fummel']",,hummel pummel kummel fummel,,,,,FALSE
h_mmel,"['hummel', 'hemmel']",,hummel hemmel,,,,,FALSE
humme_,"['hummel', 'hummer']",,hummel hummer,,,,,FALSE
u_turn,"['upturn', 'unturn']",,upturn unturn,,,,,FALSE
_urser,"['purser', 'nurser', 'curser']",,purser nurser curser,,,,,FALSE
p_rser,"['purser', 'parser']",,purser parser,,,,,FALSE
pur_er,"['purser', 'purger']",,purser purger,,,,,FALSE
purse_,"['purser', 'purset']",,purser purset,,,,,FALSE
l_ther,"['lather', 'lither']",,lather lither,,,,,FALSE
la_her,"['lather', 'lasher']",,lather lasher,,,,,FALSE
ch_tty,"['chitty', 'chatty']",,chitty chatty,,,,,FALSE
_orose,"['morose', 'torose']",,morose torose,,,,,FALSE
moro_e,"['morose', 'morone']",,morose morone,,,,,FALSE
cou_ee,"['coulee', 'coupee', 'coudee']",,coulee coupee coudee,,,,,FALSE
papis_,"['papist', 'papism']",,papist papism,,,,,FALSE
ba_oon,"['baboon', 'batoon']",,baboon batoon,,,,,FALSE
bab_on,"['baboon', 'babion']",,baboon babion,,,,,FALSE
baboo_,"['baboon', 'babool']",,baboon babool,,,,,FALSE
loath_,"['loathe', 'loathy']",,loathe loathy,,,,,FALSE
_elter,"['welter', 'melter', 'felter', 'pelter', 'kelter']",,welter melter felter pelter kelter,,,,,FALSE
_ugget,"['nugget', 'mugget']",,nugget mugget,,,,,FALSE
co_ier,"['copier', 'cozier', 'cosier']",,copier cozier cosier,,,,,FALSE
so_dan,"['soudan', 'soldan', 'sowdan']",,soudan soldan sowdan,,,,,FALSE
fl_ury,"['fleury', 'floury']",,fleury floury,,,,,FALSE
_after,"['rafter', 'hafter', 'wafter']",,rafter hafter wafter,,,,,FALSE
r_fter,"['rafter', 'rifter']",,rafter rifter,,,,,FALSE
ra_ter,"['rafter', 'ranter', 'ratter', 'rapter']",,rafter ranter ratter rapter,,,,,FALSE
ma_der,"['madder', 'mander']",,madder mander,,,,,FALSE
wh_rry,"['wherry', 'whirry', 'whurry']",,wherry whirry whurry,,,,,FALSE
imp_st,"['impost', 'impest']",,impost impest,,,,,FALSE
_lashy,"['flashy', 'plashy', 'slashy']",,flashy plashy slashy,,,,,FALSE
g_itre,"['goitre', 'gaitre']",,goitre gaitre,,,,,FALSE
_oodoo,"['voodoo', 'hoodoo', 'koodoo']",,voodoo hoodoo koodoo,,,,,FALSE
_lazer,"['blazer', 'glazer']",,blazer glazer,,,,,FALSE
bla_er,"['blazer', 'blamer']",,blazer blamer,,,,,FALSE
_liche,"['cliche', 'yliche', 'iliche']",,cliche yliche iliche,,,,,FALSE
cl_che,"['cliche', 'cloche', 'cleche']",,cliche cloche cleche,,,,,FALSE
_odger,"['lodger', 'dodger', 'codger', 'sodger']",,lodger dodger codger sodger,,,,,FALSE
_apped,"['rapped', 'happed']",,rapped happed,,,,,FALSE
rappe_,"['rapped', 'rapper', 'rappel', 'rappee']",,rapped rapper rappel rappee,,,,,FALSE
visci_,"['viscid', 'viscin']",,viscid viscin,,,,,FALSE
_obble,"['cobble', 'wobble', 'gobble', 'hobble']",,cobble wobble gobble hobble,,,,,FALSE
a_user,"['abuser', 'amuser']",,abuser amuser,,,,,FALSE
ab_ser,"['abuser', 'abaser']",,abuser abaser,,,,,FALSE
_estal,"['vestal', 'festal']",,vestal festal,,,,,FALSE
os_ium,"['osmium', 'ostium']",,osmium ostium,,,,,FALSE
_aptor,"['captor', 'raptor']",,captor raptor,,,,,FALSE
rugos_,"['rugose', 'rugosa']",,rugose rugosa,,,,,FALSE
c_mber,"['camber', 'comber', 'cumber']",,camber comber cumber,,,,,FALSE
colle_,"['colley', 'collet']",,colley collet,,,,,FALSE
_apper,"['capper', 'dapper', 'tapper', 'sapper', 'rapper', 'lapper', 'wapper']",,capper dapper tapper sapper rapper lapper wapper,,,,,FALSE
p_unce,"['pounce', 'paunce']",,pounce paunce,,,,,FALSE
lab_um,"['labrum', 'labium']",,labrum labium,,,,,FALSE
labru_,"['labrum', 'labrus']",,labrum labrus,,,,,FALSE
_icety,"['nicety', 'vicety']",,nicety vicety,,,,,FALSE
_emiss,"['remiss', 'demiss']",,remiss demiss,,,,,FALSE
remis_,"['remiss', 'remise']",,remiss remise,,,,,FALSE
ba_ble,"['babble', 'bauble', 'bawble', 'barble']",,babble bauble bawble barble,,,,,FALSE
tea_ed,"['teamed', 'teated']",,teamed teated,,,,,FALSE
t_rpin,"['turpin', 'terpin']",,turpin terpin,,,,,FALSE
s_nter,"['sinter', 'santer']",,sinter santer,,,,,FALSE
dro_th,"['drouth', 'drowth']",,drouth drowth,,,,,FALSE
drou_h,"['drouth', 'drough']",,drouth drough,,,,,FALSE
c_aggy,"['craggy', 'claggy']",,craggy claggy,,,,,FALSE
_innow,"['minnow', 'winnow']",,minnow winnow,,,,,FALSE
_opple,"['topple', 'popple', 'copple', 'hopple']",,topple popple copple hopple,,,,,FALSE
t_pple,"['topple', 'tipple']",,topple tipple,,,,,FALSE
chit_n,"['chitin', 'chiton']",,chitin chiton,,,,,FALSE
_eliac,"['celiac', 'heliac']",,celiac heliac,,,,,FALSE
_ackey,"['lackey', 'tackey']",,lackey tackey,,,,,FALSE
lacke_,"['lackey', 'lacker']",,lackey lacker,,,,,FALSE
s_eely,"['steely', 'sheely']",,steely sheely,,,,,FALSE
stee_y,"['steely', 'steepy']",,steely steepy,,,,,FALSE
du_ler,"['duller', 'dueler']",,duller dueler,,,,,FALSE
rehea_,"['reheat', 'rehear']",,reheat rehear,,,,,FALSE
lau_er,"['lauder', 'laurer']",,lauder laurer,,,,,FALSE
s_otty,"['spotty', 'snotty']",,spotty snotty,,,,,FALSE
re_old,"['retold', 'remold', 'refold']",,retold remold refold,,,,,FALSE
li_tel,"['lintel', 'listel']",,lintel listel,,,,,FALSE
lin_el,"['lintel', 'lingel']",,lintel lingel,,,,,FALSE
t_owel,"['trowel', 'thowel']",,trowel thowel,,,,,FALSE
o_tend,"['ostend', 'obtend']",,ostend obtend,,,,,FALSE
osten_,"['ostend', 'ostent']",,ostend ostent,,,,,FALSE
be_ant,"['besant', 'bezant']",,besant bezant,,,,,FALSE
m_ttle,"['mettle', 'mottle']",,mettle mottle,,,,,FALSE
_elfry,"['belfry', 'pelfry']",,belfry pelfry,,,,,FALSE
_uffle,"['muffle', 'ruffle', 'duffle', 'buffle']",,muffle ruffle duffle buffle,,,,,FALSE
m_ffle,"['muffle', 'maffle']",,muffle maffle,,,,,FALSE
chart_,"['charta', 'charte']",,charta charte,,,,,FALSE
tor_id,"['torrid', 'torpid']",,torrid torpid,,,,,FALSE
torri_,"['torrid', 'torril']",,torrid torril,,,,,FALSE
cra_ch,"['cranch', 'cratch']",,cranch cratch,,,,,FALSE
cestu_,"['cestui', 'cestus', 'cestuy']",,cestui cestus cestuy,,,,,FALSE
myo_ic,"['myopic', 'myotic']",,myopic myotic,,,,,FALSE
ra_cid,"['rancid', 'raucid']",,rancid raucid,,,,,FALSE
_hymic,"['thymic', 'chymic', 'rhymic']",,thymic chymic rhymic,,,,,FALSE
mi_den,"['midden', 'milden']",,midden milden,,,,,FALSE
fr_thy,"['frothy', 'frithy']",,frothy frithy,,,,,FALSE
stol_d,"['stolid', 'stoled']",,stolid stoled,,,,,FALSE
qua_re,"['quatre', 'quaere']",,quatre quaere,,,,,FALSE
a_iary,"['apiary', 'aviary']",,apiary aviary,,,,,FALSE
dor_er,"['dormer', 'dorser']",,dormer dorser,,,,,FALSE
_inque,"['cinque', 'sinque']",,cinque sinque,,,,,FALSE
ci_que,"['cinque', 'cirque']",,cinque cirque,,,,,FALSE
t_ssel,"['tassel', 'tossel']",,tassel tossel,,,,,FALSE
ta_sel,"['tassel', 'tarsel']",,tassel tarsel,,,,,FALSE
tasse_,"['tassel', 'tasset']",,tassel tasset,,,,,FALSE
_asset,"['basset', 'tasset']",,basset tasset,,,,,FALSE
b_sset,"['basset', 'bosset']",,basset bosset,,,,,FALSE
p_ller,"['puller', 'piller', 'poller']",,puller piller poller,,,,,FALSE
mis_it,"['misfit', 'missit']",,misfit missit,,,,,FALSE
_oodle,"['noodle', 'poodle', 'doodle', 'boodle']",,noodle poodle doodle boodle,,,,,FALSE
no_dle,"['noodle', 'noddle']",,noodle noddle,,,,,FALSE
sa_der,"['sadder', 'sawder']",,sadder sawder,,,,,FALSE
sadde_,"['sadder', 'sadden']",,sadder sadden,,,,,FALSE
_winge,"['twinge', 'swinge']",,twinge swinge,,,,,FALSE
_ogger,"['logger', 'dogger', 'jogger', 'cogger', 'fogger', 'hogger']",,logger dogger jogger cogger fogger hogger,,,,,FALSE
l_gger,"['logger', 'lugger', 'lagger', 'ligger']",,logger lugger lagger ligger,,,,,FALSE
s_erve,"['swerve', 'sterve']",,swerve sterve,,,,,FALSE
sw_rve,"['swerve', 'swarve']",,swerve swarve,,,,,FALSE
swe_ve,"['swerve', 'swelve']",,swerve swelve,,,,,FALSE
t_ttle,"['tittle', 'tattle', 'tottle']",,tittle tattle tottle,,,,,FALSE
lo_ery,"['lowery', 'lovery']",,lowery lovery,,,,,FALSE
_idget,"['midget', 'fidget', 'nidget']",,midget fidget nidget,,,,,FALSE
mi_get,"['midget', 'misget']",,midget misget,,,,,FALSE
midg_t,"['midget', 'midgut']",,midget midgut,,,,,FALSE
boote_,"['booted', 'bootes', 'bootee']",,booted bootes bootee,,,,,FALSE
lar_er,"['larder', 'larker']",,larder larker,,,,,FALSE
pil_us,"['pileus', 'pilous']",,pileus pilous,,,,,FALSE
_oomer,"['boomer', 'roomer']",,boomer roomer,,,,,FALSE
bir_ie,"['birdie', 'birkie']",,birdie birkie,,,,,FALSE
miss_l,"['missal', 'missel']",,missal missel,,,,,FALSE
missa_,"['missal', 'missay']",,missal missay,,,,,FALSE
_lanch,"['blanch', 'planch', 'flanch']",,blanch planch flanch,,,,,FALSE
bl_nch,"['blanch', 'blench']",,blanch blench,,,,,FALSE
_istil,"['pistil', 'distil']",,pistil distil,,,,,FALSE
p_stil,"['pistil', 'postil', 'pastil']",,pistil postil pastil,,,,,FALSE
pisti_,"['pistil', 'pistic']",,pistil pistic,,,,,FALSE
un_ack,"['unpack', 'untack']",,unpack untack,,,,,FALSE
unp_ck,"['unpack', 'unpick']",,unpack unpick,,,,,FALSE
_ibble,"['nibble', 'dibble', 'kibble']",,nibble dibble kibble,,,,,FALSE
n_bble,"['nibble', 'nubble']",,nibble nubble,,,,,FALSE
crust_,"['crusty', 'crusta']",,crusty crusta,,,,,FALSE
_etake,"['retake', 'betake']",,retake betake,,,,,FALSE
d_ster,"['duster', 'dister']",,duster dister,,,,,FALSE
du_ter,"['duster', 'dunter']",,duster dunter,,,,,FALSE
rap_er,"['rapier', 'rapper', 'rapter']",,rapier rapper rapter,,,,,FALSE
_igamy,"['bigamy', 'digamy']",,bigamy digamy,,,,,FALSE
_eyser,"['geyser', 'leyser']",,geyser leyser,,,,,FALSE
fe_rer,"['ferrer', 'fearer']",,ferrer fearer,,,,,FALSE
fer_er,"['ferrer', 'ferier']",,ferrer ferier,,,,,FALSE
cheru_,"['cherub', 'cherup']",,cherub cherup,,,,,FALSE
d_ngle,"['dingle', 'dangle']",,dingle dangle,,,,,FALSE
ma_tic,"['mastic', 'mantic']",,mastic mantic,,,,,FALSE
an_eal,"['anneal', 'anteal']",,anneal anteal,,,,,FALSE
macul_,"['macula', 'macule']",,macula macule,,,,,FALSE
muni_y,"['munity', 'munify']",,munity munify,,,,,FALSE
munit_,"['munity', 'munite']",,munity munite,,,,,FALSE
_ubian,"['nubian', 'rubian']",,nubian rubian,,,,,FALSE
r_nnet,"['rennet', 'runnet']",,rennet runnet,,,,,FALSE
renne_,"['rennet', 'renner']",,rennet renner,,,,,FALSE
parse_,"['parser', 'parsee']",,parser parsee,,,,,FALSE
ga_der,"['gander', 'gadder']",,gander gadder,,,,,FALSE
gan_er,"['gander', 'ganger']",,gander ganger,,,,,FALSE
de_ude,"['delude', 'denude']",,delude denude,,,,,FALSE
r_pper,"['ripper', 'rapper']",,ripper rapper,,,,,FALSE
rip_er,"['ripper', 'ripler']",,ripper ripler,,,,,FALSE
r_pine,"['rapine', 'repine']",,rapine repine,,,,,FALSE
pen_ry,"['penury', 'penary']",,penury penary,,,,,FALSE
d_mple,"['dimple', 'dumple']",,dimple dumple,,,,,FALSE
di_ple,"['dimple', 'disple']",,dimple disple,,,,,FALSE
dim_le,"['dimple', 'dimble']",,dimple dimble,,,,,FALSE
dimpl_,"['dimple', 'dimply']",,dimple dimply,,,,,FALSE
phle_m,"['phlegm', 'phleum']",,phlegm phleum,,,,,FALSE
_ilose,"['pilose', 'filose']",,pilose filose,,,,,FALSE
_noint,"['anoint', 'enoint']",,anoint enoint,,,,,FALSE
a_oint,"['anoint', 'aroint']",,anoint aroint,,,,,FALSE
_iffin,"['tiffin', 'biffin']",,tiffin biffin,,,,,FALSE
wigwa_,"['wigwam', 'wigwag']",,wigwam wigwag,,,,,FALSE
turki_,"['turkic', 'turkis']",,turkic turkis,,,,,FALSE
monis_,"['monism', 'monist', 'monish']",,monism monist monish,,,,,FALSE
so_ter,"['sorter', 'souter', 'sowter']",,sorter souter sowter,,,,,FALSE
sor_er,"['sorter', 'sorner']",,sorter sorner,,,,,FALSE
sorte_,"['sorter', 'sortes']",,sorter sortes,,,,,FALSE
pheni_,"['phenix', 'phenic']",,phenix phenic,,,,,FALSE
hatte_,"['hatter', 'hatted']",,hatter hatted,,,,,FALSE
pa_pus,"['pappus', 'palpus']",,pappus palpus,,,,,FALSE
ding_y,"['dinghy', 'dingey']",,dinghy dingey,,,,,FALSE
_ndict,"['indict', 'endict']",,indict endict,,,,,FALSE
in_ict,"['indict', 'invict']",,indict invict,,,,,FALSE
ind_ct,"['indict', 'induct']",,indict induct,,,,,FALSE
indic_,"['indict', 'indice']",,indict indice,,,,,FALSE
_ettee,"['settee', 'jettee']",,settee jettee,,,,,FALSE
s_ttee,"['settee', 'suttee']",,settee suttee,,,,,FALSE
_arque,"['barque', 'marque']",,barque marque,,,,,FALSE
_heave,"['sheave', 'theave']",,sheave theave,,,,,FALSE
s_eave,"['sheave', 'sleave']",,sheave sleave,,,,,FALSE
she_ve,"['sheave', 'shelve']",,sheave shelve,,,,,FALSE
_owyer,"['bowyer', 'mowyer']",,bowyer mowyer,,,,,FALSE
de_ure,"['demure', 'depure']",,demure depure,,,,,FALSE
reloa_,"['reload', 'reloan']",,reload reloan,,,,,FALSE
wallo_,"['wallop', 'wallow']",,wallop wallow,,,,,FALSE
_ouche,"['douche', 'bouche', 'couche', 'rouche']",,douche bouche couche rouche,,,,,FALSE
cha_er,"['chaser', 'chafer']",,chaser chafer,,,,,FALSE
e_face,"['efface', 'enface']",,efface enface,,,,,FALSE
c_llet,"['collet', 'cullet', 'callet']",,collet cullet callet,,,,,FALSE
_ngulf,"['engulf', 'ingulf']",,engulf ingulf,,,,,FALSE
_ifter,"['lifter', 'sifter', 'rifter']",,lifter sifter rifter,,,,,FALSE
l_fter,"['lifter', 'lofter']",,lifter lofter,,,,,FALSE
w_ggle,"['wiggle', 'waggle']",,wiggle waggle,,,,,FALSE
s_mian,"['simian', 'samian']",,simian samian,,,,,FALSE
simia_,"['simian', 'simial']",,simian simial,,,,,FALSE
pa_ina,"['patina', 'pagina']",,patina pagina,,,,,FALSE
pat_na,"['patina', 'patena']",,patina patena,,,,,FALSE
patin_,"['patina', 'patine']",,patina patine,,,,,FALSE
_enner,"['renner', 'penner']",,renner penner,,,,,FALSE
_ueful,"['rueful', 'dueful']",,rueful dueful,,,,,FALSE
su_ary,"['sugary', 'sudary']",,sugary sudary,,,,,FALSE
_ented,"['dented', 'tented']",,dented tented,,,,,FALSE
d_nted,"['dented', 'dunted']",,dented dunted,,,,,FALSE
de_ted,"['dented', 'debted']",,dented debted,,,,,FALSE
dente_,"['dented', 'dentex', 'dentel']",,dented dentex dentel,,,,,FALSE
c_eval,"['coeval', 'cheval']",,coeval cheval,,,,,FALSE
_acuna,"['lacuna', 'vacuna']",,lacuna vacuna,,,,,FALSE
lacun_,"['lacuna', 'lacune']",,lacuna lacune,,,,,FALSE
_artan,"['tartan', 'partan']",,tartan partan,,,,,FALSE
tar_an,"['tartan', 'tarpan']",,tartan tarpan,,,,,FALSE
_offer,"['coffer', 'doffer', 'goffer']",,coffer doffer goffer,,,,,FALSE
ty_oon,"['tycoon', 'tyfoon']",,tycoon tyfoon,,,,,FALSE
_ymnal,"['hymnal', 'gymnal']",,hymnal gymnal,,,,,FALSE
cor_ed,"['corded', 'corked']",,corded corked,,,,,FALSE
_nwind,"['unwind', 'enwind']",,unwind enwind,,,,,FALSE
u_wind,"['unwind', 'upwind']",,unwind upwind,,,,,FALSE
unwi_d,"['unwind', 'unwild']",,unwind unwild,,,,,FALSE
ga_ler,"['gaoler', 'gailer']",,gaoler gailer,,,,,FALSE
_inous,"['vinous', 'binous']",,vinous binous,,,,,FALSE
_lench,"['clench', 'blench', 'elench', 'flench']",,clench blench elench flench,,,,,FALSE
w_bble,"['wobble', 'wabble']",,wobble wabble,,,,,FALSE
wo_ble,"['wobble', 'worble']",,wobble worble,,,,,FALSE
spig_t,"['spigot', 'spight']",,spigot spight,,,,,FALSE
_nappy,"['snappy', 'knappy']",,snappy knappy,,,,,FALSE
domi_e,"['domine', 'domite']",,domine domite,,,,,FALSE
c_ouse,"['crouse', 'chouse']",,crouse chouse,,,,,FALSE
crou_e,"['crouse', 'crouke']",,crouse crouke,,,,,FALSE
paria_,"['pariah', 'parian', 'parial']",,pariah parian parial,,,,,FALSE
_entil,"['lentil', 'gentil', 'dentil']",,lentil gentil dentil,,,,,FALSE
s_ithy,"['smithy', 'stithy']",,smithy stithy,,,,,FALSE
sting_,"['stingy', 'stingo']",,stingy stingo,,,,,FALSE
s_iner,"['seiner', 'shiner']",,seiner shiner,,,,,FALSE
sei_er,"['seiner', 'seizer']",,seiner seizer,,,,,FALSE
en_ree,"['entree', 'enfree']",,entree enfree,,,,,FALSE
m_nder,"['mander', 'minder', 'mender']",,mander minder mender,,,,,FALSE
lim_er,"['limber', 'limner', 'limmer', 'limper']",,limber limner limmer limper,,,,,FALSE
limbe_,"['limber', 'limbed', 'limbec']",,limber limbed limbec,,,,,FALSE
re_ade,"['remade', 'relade']",,remade relade,,,,,FALSE
rem_de,"['remade', 'remede']",,remade remede,,,,,FALSE
chee_y,"['cheesy', 'cheeky']",,cheesy cheeky,,,,,FALSE
s_fism,"['sufism', 'sofism']",,sufism sofism,,,,,FALSE
_nking,"['inking', 'unking']",,inking unking,,,,,FALSE
_upelo,"['tupelo', 'pupelo']",,tupelo pupelo,,,,,FALSE
_ubbly,"['bubbly', 'rubbly']",,bubbly rubbly,,,,,FALSE
scorc_,"['scorch', 'scorce']",,scorch scorce,,,,,FALSE
rag_an,"['raglan', 'ragman']",,raglan ragman,,,,,FALSE
c_llow,"['callow', 'collow']",,callow collow,,,,,FALSE
callo_,"['callow', 'callot']",,callow callot,,,,,FALSE
ch_nky,"['chunky', 'chinky']",,chunky chinky,,,,,FALSE
g_azer,"['glazer', 'grazer']",,glazer grazer,,,,,FALSE
gl_zer,"['glazer', 'glozer']",,glazer glozer,,,,,FALSE
gla_er,"['glazer', 'glaver']",,glazer glaver,,,,,FALSE
glaze_,"['glazer', 'glazen']",,glazer glazen,,,,,FALSE
fo_ger,"['forger', 'fogger']",,forger fogger,,,,,FALSE
r_ffle,"['ruffle', 'raffle', 'riffle']",,ruffle raffle riffle,,,,,FALSE
_herif,"['sherif', 'cherif']",,sherif cherif,,,,,FALSE
ste_my,"['steamy', 'stemmy']",,steamy stemmy,,,,,FALSE
_ockle,"['cockle', 'hockle', 'mockle']",,cockle hockle mockle,,,,,FALSE
c_ckle,"['cockle', 'cackle']",,cockle cackle,,,,,FALSE
_orrie,"['corrie', 'lorrie']",,corrie lorrie,,,,,FALSE
co_rie,"['corrie', 'cowrie']",,corrie cowrie,,,,,FALSE
cor_ie,"['corrie', 'corbie']",,corrie corbie,,,,,FALSE
r_vage,"['ravage', 'rivage']",,ravage rivage,,,,,FALSE
ra_age,"['ravage', 'ramage']",,ravage ramage,,,,,FALSE
up_ind,"['upwind', 'upbind']",,upwind upbind,,,,,FALSE
gu_let,"['gullet', 'gurlet']",,gullet gurlet,,,,,FALSE
gulle_,"['gullet', 'guller']",,gullet guller,,,,,FALSE
_ampas,"['pampas', 'lampas']",,pampas lampas,,,,,FALSE
_ugger,"['bugger', 'lugger', 'mugger', 'hugger', 'tugger', 'jugger', 'pugger']",,bugger lugger mugger hugger tugger jugger pugger,,,,,FALSE
bu_ger,"['bugger', 'bulger', 'budger']",,bugger bulger budger,,,,,FALSE
bug_er,"['bugger', 'bugler']",,bugger bugler,,,,,FALSE
c_pful,"['cupful', 'capful']",,cupful capful,,,,,FALSE
cran_y,"['cranky', 'cranny']",,cranky cranny,,,,,FALSE
_rumpy,"['grumpy', 'crumpy']",,grumpy crumpy,,,,,FALSE
g_umpy,"['grumpy', 'glumpy']",,grumpy glumpy,,,,,FALSE
grum_y,"['grumpy', 'grumly']",,grumpy grumly,,,,,FALSE
g_lore,"['galore', 'golore']",,galore golore,,,,,FALSE
obl_te,"['oblate', 'oblite']",,oblate oblite,,,,,FALSE
plai_e,"['plaice', 'plaise']",,plaice plaise,,,,,FALSE
ban_an,"['banyan', 'banian']",,banyan banian,,,,,FALSE
_edlar,"['pedlar', 'medlar']",,pedlar medlar,,,,,FALSE
pedl_r,"['pedlar', 'pedler']",,pedlar pedler,,,,,FALSE
leafe_,"['leafed', 'leafet']",,leafed leafet,,,,,FALSE
_elive,"['relive', 'belive']",,relive belive,,,,,FALSE
rel_ve,"['relive', 'relove']",,relive relove,,,,,FALSE
j_gger,"['jagger', 'jigger', 'jogger', 'jugger']",,jagger jigger jogger jugger,,,,,FALSE
_emble,"['semble', 'remble']",,semble remble,,,,,FALSE
sem_le,"['semble', 'semele']",,semble semele,,,,,FALSE
_esper,"['vesper', 'hesper']",,vesper hesper,,,,,FALSE
cri_py,"['crispy', 'crimpy']",,crispy crimpy,,,,,FALSE
_awdry,"['tawdry', 'bawdry']",,tawdry bawdry,,,,,FALSE
taw_ry,"['tawdry', 'tawery']",,tawdry tawery,,,,,FALSE
gamb_t,"['gambit', 'gambet']",,gambit gambet,,,,,FALSE
_loven,"['cloven', 'sloven']",,cloven sloven,,,,,FALSE
clo_en,"['cloven', 'closen']",,cloven closen,,,,,FALSE
cha_on,"['charon', 'chalon']",,charon chalon,,,,,FALSE
bursa_,"['bursar', 'bursal']",,bursar bursal,,,,,FALSE
_enian,"['fenian', 'genian']",,fenian genian,,,,,FALSE
duffe_,"['duffel', 'duffer']",,duffel duffer,,,,,FALSE
t_rgum,"['targum', 'tergum']",,targum tergum,,,,,FALSE
tar_um,"['targum', 'tarpum']",,targum tarpum,,,,,FALSE
_nveil,"['unveil', 'inveil']",,unveil inveil,,,,,FALSE
unv_il,"['unveil', 'unvail']",,unveil unvail,,,,,FALSE
_riole,"['oriole', 'triole']",,oriole triole,,,,,FALSE
br_wny,"['brawny', 'browny']",,brawny browny,,,,,FALSE
bra_ny,"['brawny', 'brainy', 'branny']",,brawny brainy branny,,,,,FALSE
gai_er,"['gainer', 'gaiter', 'gailer']",,gainer gaiter gailer,,,,,FALSE
_angan,"['mangan', 'wangan']",,mangan wangan,,,,,FALSE
_obule,"['lobule', 'dobule']",,lobule dobule,,,,,FALSE
lo_ule,"['lobule', 'locule']",,lobule locule,,,,,FALSE
de_ort,"['deport', 'dehort', 'detort']",,deport dehort detort,,,,,FALSE
medi_s,"['medics', 'medius']",,medics medius,,,,,FALSE
_etent,"['detent', 'retent']",,detent retent,,,,,FALSE
ri_ker,"['ricker', 'rinker', 'risker']",,ricker rinker risker,,,,,FALSE
bego_e,"['begone', 'begore']",,begone begore,,,,,FALSE
f_orin,"['florin', 'fiorin']",,florin fiorin,,,,,FALSE
flor_n,"['florin', 'floren', 'floran']",,florin floren floran,,,,,FALSE
_ffray,"['affray', 'effray']",,affray effray,,,,,FALSE
affra_,"['affray', 'affrap']",,affray affrap,,,,,FALSE
g_lder,"['gilder', 'gelder']",,gilder gelder,,,,,FALSE
gilde_,"['gilder', 'gilden']",,gilder gilden,,,,,FALSE
s_uter,"['souter', 'sauter']",,souter sauter,,,,,FALSE
s_urry,"['scurry', 'spurry', 'skurry']",,scurry spurry skurry,,,,,FALSE
sc_rry,"['scurry', 'scarry']",,scurry scarry,,,,,FALSE
_uggle,"['juggle', 'guggle', 'huggle']",,juggle guggle huggle,,,,,FALSE
